[-0.1120485215004605, -0.03494079519515395, -2.408520806821743;
 -0.1973402078630654, -0.08267596337319248, -2.412786331122045;
 -0.1248440974578618, -0.1185453279491513, -2.453654224211627;
 -0.1021794881969054, -0.0515805256730235, -2.386827199367942;
 0.3064932071982368, -0.218311176260524, -2.398612254941;
 0.5018945782550901, -0.5295213914793674, -2.516145966361679;
 0.424353638491447, -0.5035788174640037, -2.558027166733096;
 0.3236569972516474, -0.4808703086279064, -2.532403139114488;
 0.02002712270710074, -0.1151502854374482, -1.592200041041772;
 -0.01271721705046593, -0.06187964184222523, -2.114007925770854]
======
[331.3977764488603, 66.7238764275848, 2720.731371743925;
 328.6162459701623, 73.59819072159966, 2356.925923707748;
 392.7541708998911, 98.16784617387069, 1662.094497295591;
 114.6425568591311, 101.604451957903, 1715.642612331058;
 78.54153171986941, 116.0216893705973, 1756.808951822269;
 70.73485435785976, 111.8389195671266, 1718.18594010519;
 72.95769433807845, 102.2557393285328, 1727.944503613331;
 62.72449393739485, 108.6663074148076, 1723.246900581835;
 39.50316589874911, -113.6898252378287, 2908.44532269426;
 253.2799398654984, -21.13514045436226, 2907.157323075476]
